pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,Game_Date
FF,2022-08-09,97.2,-1.67,5.58,"Rojas, Miguel",500743,554430,NA,called_strike,NA,NA,NA,NA,9,"Miguel Rojas grounds out, second baseman Jean Segura to first baseman Rhys Hoskins.",R,R,R,PHI,MIA,S,NA,NA,0,0,2022,-0.67,1.53,0.52,2,NA,NA,NA,1,2,Top,NA,NA,NA,NA,592663,NA,NA,7.52732474245887,-141.221990698685,-7.65036596837085,-10.7013237802675,34.0141687675842,-10.1415645474586,3.21,1.65,NA,NA,NA,98.7,2409,7.3,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.15,NA,NA,NA,NA,NA,NA,NA,11,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,221,0,-0.024,2022-08-09
SL,2022-08-09,92.6,-1.93,5.33,"Bleday, JJ",668709,554430,strikeout,called_strike,NA,NA,NA,NA,4,JJ Bleday called out on strikes.,R,L,R,PHI,MIA,S,2,NA,3,2,2022,-0.14,0.36,-0.44,2.35,NA,NA,NA,0,2,Top,NA,NA,NA,NA,592663,NA,NA,4.19012788101701,-134.941649783378,-2.68362227457127,-2.63175655370134,27.5911370917383,-27.4518347289188,3.49,1.77,NA,NA,NA,94.6,2538,7.2,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.28,NA,NA,0,1,0,0,NA,10,7,Slider,1,0,0,1,0,1,0,1,Standard,Standard,204,0.024,-0.294,2022-08-09
FF,2022-08-09,96.5,-1.49,5.6,"Bleday, JJ",668709,554430,NA,foul,NA,NA,NA,NA,1,JJ Bleday called out on strikes.,R,L,R,PHI,MIA,S,NA,NA,3,2,2022,-0.75,1.4,-0.5,3.03,NA,NA,NA,0,2,Top,NA,NA,NA,NA,592663,NA,NA,4.42376732086123,-140.494770186706,-4.55604355032354,-10.8763854537653,32.3970587399957,-12.7874242924022,3.53,1.75,232,76.3,28,98.4,2325,7.3,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.16,NA,NA,NA,NA,NA,NA,NA,10,6,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,220,0,0,2022-08-09
FF,2022-08-09,96.6,-1.54,5.71,"Bleday, JJ",668709,554430,NA,swinging_strike,NA,NA,NA,NA,2,JJ Bleday called out on strikes.,R,L,R,PHI,MIA,S,NA,NA,3,1,2022,-0.44,1.5,-0.05,3.19,NA,NA,NA,0,2,Top,NA,NA,NA,NA,592663,NA,NA,5.06556992469461,-140.503723628088,-4.64085404865805,-6.99997152406431,32.0559650818973,-11.4663845215982,3.53,1.75,NA,NA,NA,98.3,2438,7.3,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.22,NA,NA,NA,NA,NA,NA,NA,10,5,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,215,0,-0.075,2022-08-09
FF,2022-08-09,95.5,-1.67,5.55,"Bleday, JJ",668709,554430,NA,ball,NA,NA,NA,NA,13,JJ Bleday called out on strikes.,R,L,R,PHI,MIA,B,NA,NA,2,1,2022,-0.8,1.35,-0.95,2.46,NA,NA,NA,0,2,Top,NA,NA,NA,NA,592663,NA,NA,3.76557418382415,-138.931829348903,-5.657915216415,-11.1937780377544,31.0470005990383,-13.5637767470106,3.53,1.84,NA,NA,NA,97.4,2296,7.4,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.15,NA,NA,NA,NA,NA,NA,NA,10,4,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,222,0,0.11,2022-08-09
FF,2022-08-09,95.2,-1.67,5.62,"Bleday, JJ",668709,554430,NA,ball,NA,NA,NA,NA,11,JJ Bleday called out on strikes.,R,L,R,PHI,MIA,B,NA,NA,1,1,2022,-0.73,1.32,-0.28,4.2,NA,NA,NA,0,2,Top,NA,NA,NA,NA,592663,NA,NA,5.38498652477492,-138.658100746264,-1.07212841538297,-10.5712954850054,30.6228146900082,-15.0551433795386,3.53,1.77,NA,NA,NA,96.9,2390,7.2,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.34,NA,NA,NA,NA,NA,NA,NA,10,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,215,0,0.047,2022-08-09
SL,2022-08-09,92.2,-1.71,5.48,"Bleday, JJ",668709,554430,NA,ball,NA,NA,NA,NA,14,JJ Bleday called out on strikes.,R,L,R,PHI,MIA,B,NA,NA,0,1,2022,-0.12,0.43,1.09,1.92,NA,NA,NA,0,2,Top,NA,NA,NA,NA,592663,NA,NA,7.51873014792515,-134.176020735875,-4.28149536154375,-2.89593880039953,26.6181830333539,-26.2076358473883,3.55,1.77,NA,NA,NA,94.4,2464,7.4,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.1,NA,NA,NA,NA,NA,NA,NA,10,2,Slider,1,0,0,1,0,1,0,1,Standard,Standard,199,0,0.025,2022-08-09
FF,2022-08-09,95.1,-1.68,5.61,"Bleday, JJ",668709,554430,NA,swinging_strike,NA,NA,NA,NA,3,JJ Bleday called out on strikes.,R,L,R,PHI,MIA,S,NA,NA,0,0,2022,-0.86,1.42,0.71,2.99,NA,NA,NA,0,2,Top,NA,NA,NA,NA,592663,NA,NA,8.36860228244636,-138.176590172378,-4.47556422463341,-12.8570058392207,31.469830507691398,-13.1163520632976,3.53,1.75,NA,NA,NA,96.9,2352,7.4,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.07,NA,NA,NA,NA,NA,NA,NA,10,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,221,0,-0.033,2022-08-09
FF,2022-08-09,97.4,-1.66,5.45,"De La Cruz, Bryan",650559,554430,strikeout,swinging_strike,NA,NA,NA,NA,12,Bryan De La Cruz strikes out swinging.,R,R,R,PHI,MIA,S,2,NA,1,2,2022,-0.89,1.34,0.9,2.86,NA,542583,NA,2,1,Top,NA,NA,NA,NA,592663,NA,NA,9.0970319797792,-141.565680734384,-4.58144796800712,-14.0249544689238,33.2302661422213,-13.2784764702592,3.48,1.73,NA,NA,NA,99.2,2453,7.4,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.07,NA,NA,0,1,0,0,NA,4,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,220,0.032,-0.232,2022-08-09
CU,2022-08-09,82.4,-1.79,5.39,"De La Cruz, Bryan",650559,554430,NA,foul,NA,NA,NA,NA,8,Bryan De La Cruz strikes out swinging.,R,R,R,PHI,MIA,S,NA,NA,1,2,2022,0.91,-0.92,0.02,1.9,NA,542583,NA,2,1,Top,NA,NA,NA,NA,592663,NA,NA,2.38531395821972,-119.96432525041,0.415410790533137,8.26363519715866,24.2742404449068,-41.2972284299928,3.48,1.73,NA,NA,NA,83.3,2717,7,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.52,NA,NA,NA,NA,NA,NA,NA,4,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,53,0,0,2022-08-09
FF,2022-08-09,97.5,-1.51,5.54,"De La Cruz, Bryan",650559,554430,NA,called_strike,NA,NA,NA,NA,9,Bryan De La Cruz strikes out swinging.,R,R,R,PHI,MIA,S,NA,NA,1,1,2022,-0.84,1.42,0.81,2.04,NA,542583,NA,2,1,Top,NA,NA,NA,NA,592663,NA,NA,8.34817320665049,-141.683534338163,-7.26774451030006,-13.2424558624096,31.9048884674576,-11.5798001029412,3.47,1.71,NA,NA,NA,99.4,2423,7.4,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.1,NA,NA,NA,NA,NA,NA,NA,4,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,221,0,-0.065,2022-08-09
FF,2022-08-09,96.9,-1.56,5.49,"De La Cruz, Bryan",650559,554430,NA,ball,NA,NA,NA,NA,12,Bryan De La Cruz strikes out swinging.,R,R,R,PHI,MIA,B,NA,NA,0,1,2022,-0.6,1.4,1.91,2.63,NA,542583,NA,2,1,Top,NA,NA,NA,NA,592663,NA,NA,10.8682850314982,-140.691538122095,-5.36959465916698,-10.4138145974088,31.1100703739931,-12.533993773328,3.44,1.73,NA,NA,NA,98.8,2462,7.4,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.09,NA,NA,NA,NA,NA,NA,NA,4,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216,0,0.025,2022-08-09
FF,2022-08-09,97,-1.55,5.56,"De La Cruz, Bryan",650559,554430,NA,foul,NA,NA,NA,NA,1,Bryan De La Cruz strikes out swinging.,R,R,R,PHI,MIA,S,NA,NA,0,0,2022,-0.67,1.23,-0.29,2.97,NA,542583,NA,2,1,Top,NA,NA,NA,NA,592663,NA,NA,5.02692622500471,-141.268638193447,-4.32131755887852,-10.1496995669413,30.0519264810293,-14.951002812443,3.48,1.73,229,76.3,36,99.5,2274,7.5,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.01,NA,NA,NA,NA,NA,NA,NA,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,217,0,-0.046,2022-08-09
SI,2022-08-09,96.5,-1.74,5.33,"Aguilar, Jesús",542583,554430,double,hit_into_play,NA,NA,NA,NA,5,Jesus Aguilar doubles (17) on a sharp line drive to center fielder Brandon Marsh.,R,R,R,PHI,MIA,X,8,line_drive,1,1,2022,-1.34,0.84,0.02,2.38,NA,NA,NA,2,1,Top,113.01,59.98,NA,NA,592663,NA,NA,7.90350984909941,-140.223223379558,-4.22572246585587,-19.472078680769,32.5388798275074,-20.378744165527,3.52,1.76,390,107.2,19,98.2,2264,7.4,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.1,0.674,0.921,1.25,1,1,1,6,3,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,217,-0.022,0.229,2022-08-09
FF,2022-08-09,97.6,-1.64,5.45,"Aguilar, Jesús",542583,554430,NA,swinging_strike,NA,NA,NA,NA,9,Jesus Aguilar doubles (17) on a sharp line drive to center fielder Brandon Marsh.,R,R,R,PHI,MIA,S,NA,NA,1,0,2022,-0.81,1.2,0.3,2.1,NA,NA,NA,2,1,Top,NA,NA,NA,NA,592663,NA,NA,7.23839159919123,-141.871326358422,-6.42242626143636,-12.5758111120343,32.0970420174292,-14.6664393644357,3.52,1.76,NA,NA,NA,99.8,2477,7.5,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,52.98,NA,NA,NA,NA,NA,NA,NA,3,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,221,0,-0.021,2022-08-09
SL,2022-08-09,90.2,-1.9,5.41,"Aguilar, Jesús",542583,554430,NA,ball,NA,NA,NA,NA,14,Jesus Aguilar doubles (17) on a sharp line drive to center fielder Brandon Marsh.,R,R,R,PHI,MIA,B,NA,NA,0,0,2022,0.55,0.31,0.65,0.99,NA,NA,NA,2,1,Top,NA,NA,NA,NA,592663,NA,NA,5.26075651821749,-131.26822823773,-5.82668522430089,5.35566470814254,25.3930621879133,-27.6422593283274,3.59,1.77,NA,NA,NA,92.2,2690,7.3,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.2,NA,NA,NA,NA,NA,NA,NA,3,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,184,0,0.016,2022-08-09
SI,2022-08-09,97.3,-1.72,5.36,"Cooper, Garrett",643265,554430,strikeout,called_strike,NA,NA,NA,NA,7,Garrett Cooper called out on strikes.,R,R,R,PHI,MIA,S,2,NA,1,2,2022,-1.15,0.97,-0.44,2.32,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,6.20418549811153,-141.519575865196,-4.90908207729793,-16.8813615883197,33.7261781422682,-18.2616546499997,3.59,1.8,NA,NA,NA,99,2238,7.3,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.15,NA,NA,0,1,0,0,NA,2,5,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,216,0.015,-0.115,2022-08-09
FF,2022-08-09,97.5,-1.65,5.52,"Cooper, Garrett",643265,554430,NA,foul,NA,NA,NA,NA,5,Garrett Cooper called out on strikes.,R,R,R,PHI,MIA,S,NA,NA,1,2,2022,-0.92,1.28,-0.19,2.33,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,6.16987158586663,-141.7935653289,-6.12031091607868,-13.7574689593375,32.3349452699926,-13.7201780935199,3.46,1.69,206,71.1,39,99.6,2503,7.5,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.01,NA,NA,NA,NA,NA,NA,NA,2,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,219,0,0,2022-08-09
CU,2022-08-09,81.3,-1.79,5.53,"Cooper, Garrett",643265,554430,NA,ball,NA,NA,NA,NA,14,Garrett Cooper called out on strikes.,R,R,R,PHI,MIA,B,NA,NA,0,2,2022,0.93,-0.86,0.39,0.34,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,3.14328295356315,-118.417227241929,-3.40629948639159,8.09357787747146,23.6038939995167,-39.7560956181127,3.49,1.79,NA,NA,NA,82.4,2700,7.1,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.45,NA,NA,NA,NA,NA,NA,NA,2,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,51,0,0.011,2022-08-09
FF,2022-08-09,96.6,-1.54,5.54,"Cooper, Garrett",643265,554430,NA,foul_tip,NA,NA,NA,NA,4,Garrett Cooper called out on strikes.,R,R,R,PHI,MIA,S,NA,NA,0,1,2022,-0.76,1.11,-0.31,2.88,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,5.09923413475266,-140.535935369545,-4.10609655011014,-11.2565332666847,32.2678147791865,-16.7661128034936,3.46,1.69,NA,NA,NA,98.3,2385,7.3,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.2,NA,NA,NA,NA,NA,NA,NA,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,213,0,-0.031,2022-08-09
FF,2022-08-09,97.3,-1.75,5.54,"Cooper, Garrett",643265,554430,NA,called_strike,NA,NA,NA,NA,4,Garrett Cooper called out on strikes.,R,R,R,PHI,MIA,S,NA,NA,0,0,2022,-0.76,1.07,-0.4,2.94,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,5.47358703076958,-141.522662697108,-3.95000365061021,-11.4190837656792,33.3130218945743,-17.0527335453486,3.53,1.71,NA,NA,NA,99.1,2429,7.4,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.12,NA,NA,NA,NA,NA,NA,NA,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,221,0,-0.024,2022-08-09
CU,2022-08-09,83,-1.82,5.55,"Wendle, Joey",621563,554430,field_out,hit_into_play,NA,NA,NA,NA,4,Joey Wendle grounds out to first baseman Rhys Hoskins.,R,L,R,PHI,MIA,X,3,ground_ball,2,2,2022,0.51,-0.66,-0.43,2.38,NA,NA,NA,0,1,Top,155.64,167.71,NA,NA,592663,NA,NA,2.22271745308909,-120.951597852151,0.521283360203932,4.55805376925551,23.5980893107172,-38.9947711375632,3.31,1.59,3,79,-40,84.2,2686,7,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.49,0.097,0.091,0,1,0,0,2,1,5,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,53,0.022,-0.195,2022-08-09
SL,2022-08-09,92.3,-1.92,5.44,"Wendle, Joey",621563,554430,NA,foul_tip,NA,NA,NA,NA,8,Joey Wendle grounds out to first baseman Rhys Hoskins.,R,L,R,PHI,MIA,S,NA,NA,2,1,2022,-0.04,0.34,-0.02,1.73,NA,NA,NA,0,1,Top,NA,NA,NA,NA,592663,NA,NA,5.00965734006591,-134.376582600307,-4.49590093848442,-1.45522249107631,26.0894410899038,-27.3274190697531,3.31,1.59,NA,NA,NA,94.4,2524,7.3,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.25,NA,NA,NA,NA,NA,NA,NA,1,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,199,0,-0.064,2022-08-09
FF,2022-08-09,97,-1.65,5.54,"Wendle, Joey",621563,554430,NA,ball,NA,NA,NA,NA,12,Joey Wendle grounds out to first baseman Rhys Hoskins.,R,L,R,PHI,MIA,B,NA,NA,1,1,2022,-0.47,1.42,1.46,2.66,NA,NA,NA,0,1,Top,NA,NA,NA,NA,592663,NA,NA,9.59629842158004,-140.936427656166,-5.52303755809437,-8.4055762070521,30.3300134723313,-12.1329963731761,3.26,1.65,NA,NA,NA,99.1,2367,7.4,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.07,NA,NA,NA,NA,NA,NA,NA,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,217,0,0.047,2022-08-09
FF,2022-08-09,96.2,-1.65,5.59,"Wendle, Joey",621563,554430,NA,ball,NA,NA,NA,NA,12,Joey Wendle grounds out to first baseman Rhys Hoskins.,R,L,R,PHI,MIA,B,NA,NA,0,1,2022,-0.43,1.42,0.75,4.35,NA,NA,NA,0,1,Top,NA,NA,NA,NA,592663,NA,NA,7.4994974626026,-140.013117323768,-0.979717537142025,-7.32339927071981,30.6975585690648,-13.3923958524079,3.34,1.59,NA,NA,NA,98.2,2417,7.4,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.15,NA,NA,NA,NA,NA,NA,NA,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,217,0,0.025,2022-08-09
FF,2022-08-09,96.1,-1.61,5.68,"Wendle, Joey",621563,554430,NA,foul,NA,NA,NA,NA,4,Joey Wendle grounds out to first baseman Rhys Hoskins.,R,L,R,PHI,MIA,S,NA,NA,0,0,2022,-0.8,1.28,-0.74,2.49,NA,NA,NA,0,1,Top,NA,NA,NA,NA,592663,NA,NA,4.21761502312708,-139.818133049564,-5.85910742539636,-11.4932094132887,31.2603189409849,-14.2622385284453,3.26,1.56,220,76.8,54,98,2340,7.4,661553,554430,592663,656555,516416,664761,624641,656941,669016,663837,53.13,NA,NA,NA,NA,NA,NA,NA,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,214,0,-0.033,2022-08-09
SI,2022-08-13,92.1,-1.65,4.92,"Nimmo, Brandon",607043,605400,field_out,hit_into_play,NA,NA,NA,NA,5,Brandon Nimmo pops out to third baseman Alec Bohm.,R,L,R,NYM,PHI,X,5,popup,0,1,2022,-1.46,0.73,0.24,2.33,NA,NA,NA,2,8,Bot,107.05,182.67,NA,NA,592663,NA,NA,8.07164194235403,-134.02308135809,-2.39954172270641,-19.3516121233531,27.3078838559797,-22.9795297947844,3.44,1.65,84,85.6,76,93.3,2199,6.9,662428,605400,592663,656555,665155,664761,681082,596117,669016,592206,53.63,0.009,0.008,0,1,0,0,3,55,2,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,229,-0.007,-0.083,2022-08-13
FC,2022-08-13,87.5,-1.81,4.91,"Nimmo, Brandon",607043,605400,NA,foul,NA,NA,NA,NA,5,Brandon Nimmo pops out to third baseman Alec Bohm.,R,L,R,NYM,PHI,S,NA,NA,0,0,2022,-0.23,0.72,-0.01,2.85,NA,NA,NA,2,8,Bot,NA,NA,NA,NA,592663,NA,NA,4.87088414805779,-127.430677833539,-0.330630969717646,-3.48418074935025,26.5718937974772,-24.4530382701583,3.44,1.65,138,75.5,75,88.3,2093,6.8,662428,605400,592663,656555,665155,664761,681082,596117,669016,592206,53.74,NA,NA,NA,NA,NA,NA,NA,55,1,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,216,0,-0.017,2022-08-13
FF,2022-08-13,90.1,-1.71,4.96,"Nido, Tomás",621512,605400,grounded_into_double_play,hit_into_play,NA,NA,NA,NA,1,"Tomas Nido ground bunts into a double play, first baseman Rhys Hoskins to shortstop Bryson Stott to second baseman Nick Maton.   Jeff McNeil out at 2nd.    Tomas Nido out at 1st.",R,R,R,NYM,PHI,X,3,ground_ball,2,1,2022,-1.34,1.5,-0.69,2.79,NA,NA,643446,0,8,Bot,133.85,189.93,NA,NA,592663,NA,NA,5.44820199858241,-131.079078095632,-2.66022899184132,-16.6143061357221,27.4016241195327,-14.4583142608225,3.22,1.53,8,34,-16,90.9,2352,6.8,662428,605400,592663,656555,665155,664761,681082,596117,669016,592206,53.75,0.249,0.257,0,1,0,0,1,54,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Strategic,Standard,230,-0.041,-0.049,2022-08-13
FF,2022-08-13,89.7,-1.8,4.86,"Nido, Tomás",621512,605400,NA,foul_bunt,NA,NA,NA,NA,4,"Tomas Nido ground bunts into a double play, first baseman Rhys Hoskins to shortstop Bryson Stott to second baseman Nick Maton.   Jeff McNeil out at 2nd.    Tomas Nido out at 1st.",R,R,R,NYM,PHI,S,NA,NA,2,0,2022,-1.15,1.44,-0.75,2.69,NA,NA,643446,0,8,Bot,NA,NA,NA,NA,592663,NA,NA,5.10563181443016,-130.552443460914,-2.4454381862991,-14.2035152505375,27.188155626145,-15.4037701816683,3.22,1.53,3,NA,NA,91.1,2341,7.1,662428,605400,592663,656555,665155,664761,681082,596117,669016,592206,53.4,NA,NA,NA,NA,NA,NA,NA,54,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Strategic,Standard,232,0,-0.09,2022-08-13
FF,2022-08-13,91.2,-1.7,4.93,"Nido, Tomás",621512,605400,NA,ball,NA,NA,NA,NA,12,"Tomas Nido ground bunts into a double play, first baseman Rhys Hoskins to shortstop Bryson Stott to second baseman Nick Maton.   Jeff McNeil out at 2nd.    Tomas Nido out at 1st.",R,R,R,NYM,PHI,B,NA,NA,1,0,2022,-0.88,1.35,1.25,2.46,NA,NA,643446,0,8,Bot,NA,NA,NA,NA,592663,NA,NA,9.39737062116467,-132.528155471083,-3.28787074250822,-12.2847885375832,26.9447757552667,-15.6598491007531,2.83,1.35,NA,NA,NA,92.3,2198,6.9,662428,605400,592663,656555,665155,664761,681082,596117,669016,592206,53.6,NA,NA,NA,NA,NA,NA,NA,54,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Strategic,Standard,229,0,0.107,2022-08-13
KC,2022-08-13,77.4,-1.6,5.13,"Nido, Tomás",621512,605400,NA,ball,NA,NA,NA,NA,14,"Tomas Nido ground bunts into a double play, first baseman Rhys Hoskins to shortstop Bryson Stott to second baseman Nick Maton.   Jeff McNeil out at 2nd.    Tomas Nido out at 1st.",R,R,R,NYM,PHI,B,NA,NA,0,0,2022,1.34,-1.05,1.25,0.98,NA,NA,643446,0,8,Bot,NA,NA,NA,NA,592663,NA,NA,3.63405823877,-112.623966449374,0.082311769464408,10.5521279236313,22.6760701287302,-41.3101597433605,2.83,1.35,NA,NA,NA,77,2675,6.3,662428,605400,592663,656555,665155,664761,681082,596117,669016,592206,54.25,NA,NA,NA,NA,NA,NA,NA,54,1,Knuckle Curve,1,0,1,0,0,1,1,0,Strategic,Standard,51,0,0.057,2022-08-13
FF,2022-08-13,91.5,-1.71,4.83,"McNeil, Jeff",643446,605400,walk,ball,NA,NA,NA,NA,14,Jeff McNeil walks.,R,L,R,NYM,PHI,B,NA,NA,3,0,2022,-1.13,1.31,0.19,1.38,NA,NA,NA,0,8,Bot,NA,NA,NA,NA,592663,NA,NA,7.32496077196275,-133.04439025487,-5.73931104897472,-14.9885665693752,27.8638986869044,-15.575957728016,3.31,1.52,NA,NA,NA,92.6,2278,6.9,662428,605400,592663,656555,665155,664761,681082,596117,669016,592206,53.57,NA,NA,0.7,1,0,0,NA,53,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,233,0.019,0.172,2022-08-13
FF,2022-08-13,93.3,-1.72,4.9,"McNeil, Jeff",643446,605400,NA,ball,NA,NA,NA,NA,11,Jeff McNeil walks.,R,L,R,NYM,PHI,B,NA,NA,2,0,2022,-1,1.18,-1.31,3.08,NA,NA,NA,0,8,Bot,NA,NA,NA,NA,592663,NA,NA,3.3075218010393,-135.853738367484,-1.57061891459003,-13.1079550558764,29.1148680693857,-17.3686679669839,3.45,1.61,NA,NA,NA,94.5,2259,6.9,662428,605400,592663,656555,665155,664761,681082,596117,669016,592206,53.61,NA,NA,NA,NA,NA,NA,NA,53,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,234,0,0.132,2022-08-13
CH,2022-08-13,85.2,-1.85,4.87,"McNeil, Jeff",643446,605400,NA,ball,NA,NA,NA,NA,13,Jeff McNeil walks.,R,L,R,NYM,PHI,B,NA,NA,1,0,2022,-1.17,0,-0.7,1.5,NA,NA,NA,0,8,Bot,NA,NA,NA,NA,592663,NA,NA,5.08779601811865,-124.029800247282,-1.65531031578061,-13.100852453965,23.956582418252,-32.0568954020675,3.42,1.63,NA,NA,NA,85.9,1390,6.7,662428,605400,592663,656555,665155,664761,681082,596117,669016,592206,53.84,NA,NA,NA,NA,NA,NA,NA,53,2,Changeup,1,0,1,0,0,1,1,0,Standard,Standard,249,0,0.06,2022-08-13
FF,2022-08-13,91.1,-1.79,4.91,"McNeil, Jeff",643446,605400,NA,ball,NA,NA,NA,NA,11,Jeff McNeil walks.,R,L,R,NYM,PHI,B,NA,NA,0,0,2022,-0.86,1.23,-1.04,3.19,NA,NA,NA,0,8,Bot,NA,NA,NA,NA,592663,NA,NA,3.77212411583962,-132.710162605617,-1.10941313763786,-10.914525780654,27.5436569412198,-17.5434210746303,3.56,1.63,NA,NA,NA,92.4,2132,6.9,662428,605400,592663,656555,665155,664761,681082,596117,669016,592206,53.59,NA,NA,NA,NA,NA,NA,NA,53,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,229,0,0.034,2022-08-13
FC,2022-08-13,88.1,-1.68,5.02,"Guillorme, Luis",641645,605400,field_out,hit_into_play,NA,NA,NA,NA,5,"Luis Guillorme grounds out, second baseman Nick Maton to first baseman Rhys Hoskins.",R,L,R,NYM,PHI,X,4,ground_ball,1,0,2022,-0.12,0.32,0.03,2.44,NA,NA,NA,2,7,Bot,146.12,156.23,NA,NA,592663,NA,NA,4.44947579262246,-128.334282874518,-0.911745957297038,-2.20732881850558,23.6189169568273,-28.5941547187396,3.14,1.51,11,95.2,-12,89.2,2178,6.6,662428,605400,592663,656555,665155,664761,681082,663837,669016,592206,53.86,0.169,0.152,0,1,0,0,2,49,2,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,226,-0.009,-0.117,2022-08-13
