pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,Game_Date
SI,2022-06-28,96.9,-1.69,5.57,"Riley, Austin",663586,554430,NA,ball,NA,NA,NA,NA,11,Austin Riley strikes out swinging.,R,R,R,PHI,ATL,B,NA,NA,1,1,2022,-1.36,0.84,-1.07,3.49,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,4.87213299711112,-141.099550360787,-1.96434578920629,-19.2399825220367,32.7131748735454,-20.7100992271053,3.53,1.59,NA,NA,NA,98.8,2199,7.3,661580,554430,592663,656555,681082,664761,544369,656941,666160,546318,53.17,NA,NA,NA,NA,NA,NA,NA,4,3,Sinker,0,2,2,0,2,0,2,0,Standard,Standard,215,0,0.032,2022-06-28
SL,2022-06-28,91.1,-1.86,5.51,"Riley, Austin",663586,554430,NA,ball,NA,NA,NA,NA,14,Austin Riley strikes out swinging.,R,R,R,PHI,ATL,B,NA,NA,0,1,2022,0.27,0.2,0.23,0.91,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,4.77451712292774,-132.711435052854,-6.28518824654373,2.35533625550624,24.3019057543623,-28.8512928004473,3.49,1.61,NA,NA,NA,93.4,2641,7.3,661580,554430,592663,656555,681082,664761,544369,656941,666160,546318,53.22,NA,NA,NA,NA,NA,NA,NA,4,2,Slider,0,2,2,0,2,0,2,0,Standard,Standard,172,0,0.016,2022-06-28
FF,2022-06-28,98.1,-1.72,5.72,"Riley, Austin",663586,554430,NA,swinging_strike,NA,NA,NA,NA,11,Austin Riley strikes out swinging.,R,R,R,PHI,ATL,S,NA,NA,0,0,2022,-0.65,1.36,-0.84,3.23,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,3.96990748015313,-142.869328709598,-4.55159029800523,-9.82195361380622,31.0056707724199,-12.6813644431489,3.49,1.6,NA,NA,NA,100.4,2435,7.4,661580,554430,592663,656555,681082,664761,544369,656941,666160,546318,53.1,NA,NA,NA,NA,NA,NA,NA,4,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,217,0,-0.024,2022-06-28
SL,2022-06-28,92.4,-1.8,5.65,"Olson, Matt",621566,554430,home_run,hit_into_play,NA,NA,NA,NA,6,Matt Olson homers (11) on a fly ball to right field.,R,L,R,PHI,ATL,X,NA,fly_ball,3,2,2022,-0.02,0.4,0.52,2.89,NA,NA,NA,1,1,Top,217.03,74.86,NA,NA,592663,NA,NA,6.08259266612262,-134.443623716582,-2.11181890436285,-1.54498526017279,29.3960359951353,-27.0780342385592,3.5,1.7,379,110,43,94.3,2623,7.4,661580,554430,592663,656555,681082,664761,544369,656941,666160,546318,53.1,0.366,0.743,2,1,0,3,6,3,7,Slider,0,1,1,0,2,0,2,0,Standard,Standard,186,-0.096,0.948,2022-06-28
FF,2022-06-28,97.2,-1.69,5.75,"Olson, Matt",621566,554430,NA,ball,NA,NA,NA,NA,11,Matt Olson homers (11) on a fly ball to right field.,R,L,R,PHI,ATL,B,NA,NA,2,2,2022,-0.61,1.41,-0.72,3.68,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,4.06111257991848,-141.497055443124,-3.29581394335701,-9.15826593366404,33.5713539294009,-12.7439630161627,3.47,1.74,NA,NA,NA,98.6,2519,7.2,661580,554430,592663,656555,681082,664761,544369,656941,666160,546318,53.33,NA,NA,NA,NA,NA,NA,NA,3,6,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,213,0,0.074,2022-06-28
CU,2022-06-28,81.6,-1.81,5.69,"Olson, Matt",621566,554430,NA,ball,NA,NA,NA,NA,13,Matt Olson homers (11) on a fly ball to right field.,R,L,R,PHI,ATL,B,NA,NA,1,2,2022,1.1,-1.12,-1.39,2.02,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,-1.18623738074005,-118.751564868133,0.654738748931867,10.4880983669005,27.6060958457564,-43.0597750674227,3.43,1.67,NA,NA,NA,81.8,2856,6.9,661580,554430,592663,656555,681082,664761,544369,656941,666160,546318,53.57,NA,NA,NA,NA,NA,NA,NA,3,5,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,38,0,0.022,2022-06-28
FF,2022-06-28,97.1,-1.57,5.71,"Olson, Matt",621566,554430,NA,foul,NA,NA,NA,NA,12,Matt Olson homers (11) on a fly ball to right field.,R,L,R,PHI,ATL,S,NA,NA,1,2,2022,-0.8,1.44,0.17,3.69,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,6.64318139016128,-141.252455624343,-3.20571738670541,-12.241125246363,32.9009829535574,-12.4079924236436,3.5,1.7,NA,NA,NA,98.9,2418,7.3,661580,554430,592663,656555,681082,664761,544369,656941,666160,546318,53.16,NA,NA,NA,NA,NA,NA,NA,3,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,214,0,0,2022-06-28
SL,2022-06-28,93.7,-1.72,5.66,"Olson, Matt",621566,554430,NA,foul,NA,NA,NA,NA,6,Matt Olson homers (11) on a fly ball to right field.,R,L,R,PHI,ATL,S,NA,NA,1,1,2022,0,0.46,0.51,2.77,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,5.87554898865638,-136.368417624834,-2.77608877431931,-1.36909788250342,30.7717279838166,-26.0638489778449,3.5,1.7,175,72.8,18,95.3,2481,7.3,661580,554430,592663,656555,681082,664761,544369,656941,666160,546318,53.23,NA,NA,NA,NA,NA,NA,NA,3,3,Slider,0,1,1,0,1,0,1,0,Standard,Standard,207,0,-0.036,2022-06-28
SL,2022-06-28,92.8,-1.7,5.7,"Olson, Matt",621566,554430,NA,ball,NA,NA,NA,NA,12,Matt Olson homers (11) on a fly ball to right field.,R,L,R,PHI,ATL,B,NA,NA,0,1,2022,0.2,0.64,1.31,2.7,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,7.42481946727323,-134.917423938702,-3.31712814656637,0.770927729610983,29.478001779502,-23.8454812352109,3.51,1.68,NA,NA,NA,94.4,2504,7.3,661580,554430,592663,656555,681082,664761,544369,656941,666160,546318,53.22,NA,NA,NA,NA,NA,NA,NA,3,2,Slider,0,1,1,0,1,0,1,0,Standard,Standard,196,0,0.016,2022-06-28
FF,2022-06-28,97.4,-1.58,5.79,"Olson, Matt",621566,554430,NA,called_strike,NA,NA,NA,NA,4,Matt Olson homers (11) on a fly ball to right field.,R,L,R,PHI,ATL,S,NA,NA,0,0,2022,-0.75,1.34,-0.61,2.96,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,4.41843325389534,-141.708393118753,-5.20461919291088,-11.1234784235886,34.6233712382506,-13.1691697495872,3.55,1.82,NA,NA,NA,98.8,2433,7.2,661580,554430,592663,656555,681082,664761,544369,656941,666160,546318,53.27,NA,NA,NA,NA,NA,NA,NA,3,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,212,0,-0.024,2022-06-28
FF,2022-06-28,96.6,-1.52,5.79,"d'Arnaud, Travis",518595,554430,home_run,hit_into_play,NA,NA,NA,NA,2,Travis d'Arnaud homers (11) on a line drive to left center field.,R,R,R,PHI,ATL,X,NA,line_drive,1,2,2022,-0.53,1.53,0.13,2.88,NA,NA,NA,1,1,Top,77.52,45.07,NA,NA,592663,NA,NA,5.6772506136207,-140.504927674226,-5.77793721722186,-8.25282442759412,31.8416398755654,-10.7346594576806,3.39,1.54,399,104.7,21,98.1,2466,7.2,661580,554430,592663,656555,681082,664761,544369,656941,666160,546318,53.33,0.729,1.102,2,1,0,3,6,2,4,4-Seam Fastball,0,0,0,0,1,0,1,0,Standard,Standard,206,-0.103,1.044,2022-06-28
FF,2022-06-28,97.6,-1.72,5.7,"d'Arnaud, Travis",518595,554430,NA,swinging_strike,NA,NA,NA,NA,5,Travis d'Arnaud homers (11) on a line drive to left center field.,R,R,R,PHI,ATL,S,NA,NA,1,1,2022,-0.66,1.5,0.25,2.68,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,6.98294062564249,-141.847747849731,-6.19588105098091,-10.4856323428395,32.2750863426264,-10.6895106285259,3.39,1.54,NA,NA,NA,99.7,2504,7.5,661580,554430,592663,656555,681082,664761,544369,656941,666160,546318,53,NA,NA,NA,NA,NA,NA,NA,2,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,210,0,-0.036,2022-06-28
FF,2022-06-28,97.2,-1.68,5.67,"d'Arnaud, Travis",518595,554430,NA,called_strike,NA,NA,NA,NA,4,Travis d'Arnaud homers (11) on a line drive to left center field.,R,R,R,PHI,ATL,S,NA,NA,1,0,2022,-0.76,1.45,-0.45,2.81,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,5.12801119584993,-141.379149773813,-5.5470227424562,-11.3217199450051,32.5327814336016,-11.5959669206816,3.59,1.65,NA,NA,NA,98.8,2512,7.2,661580,554430,592663,656555,681082,664761,544369,656941,666160,546318,53.25,NA,NA,NA,NA,NA,NA,NA,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,214,0,-0.032,2022-06-28
FF,2022-06-28,97.1,-1.68,5.68,"d'Arnaud, Travis",518595,554430,NA,ball,NA,NA,NA,NA,14,Travis d'Arnaud homers (11) on a line drive to left center field.,R,R,R,PHI,ATL,B,NA,NA,0,0,2022,-0.86,1.55,0.86,2.03,NA,NA,NA,1,1,Top,NA,NA,NA,NA,592663,NA,NA,8.91959084088415,-140.91211766444,-7.90282491916602,-13.5240759097193,32.2239653368506,-9.79001437156694,3.67,1.67,NA,NA,NA,98.6,2440,7.3,661580,554430,592663,656555,681082,664761,544369,656941,666160,546318,53.19,NA,NA,NA,NA,NA,NA,NA,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,218,0,0.024,2022-06-28
FF,2022-06-28,97,-1.68,5.85,"Swanson, Dansby",621020,554430,field_out,hit_into_play,NA,NA,NA,NA,5,Dansby Swanson flies out sharply to center fielder Mickey Moniak.,R,R,R,PHI,ATL,X,8,fly_ball,0,0,2022,-0.87,1.32,-0.04,2.5,NA,NA,NA,0,1,Top,165.87,65.15,NA,NA,592663,NA,NA,6.45213902219814,-141.128310360546,-6.55704957635515,-13.0343689539202,29.9810660616799,-13.2120800749704,3.55,1.68,346,102,40,98.7,2420,7.1,661580,554430,592663,656555,681082,664761,544369,656941,666160,546318,53.39,0.251,0.509,0,1,0,0,5,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,208,0.022,-0.22,2022-06-28
SI,2022-06-30,92.8,-1.92,5.18,"d'Arnaud, Travis",518595,605400,force_out,hit_into_play,NA,NA,NA,NA,5,"Travis d'Arnaud grounds into a force out, fielded by second baseman Bryson Stott.   Phil Gosselin out at 2nd.",R,R,R,PHI,ATL,X,4,ground_ball,2,0,2022,-1.58,0.98,0.1,2.85,NA,NA,594838,2,7,Top,127.45,141.88,NA,NA,592663,NA,NA,8.72133382074881,-134.826854224096,-2.26315747689795,-21.2237045446644,32.0706573103261,-19.9890360800444,3.44,1.57,98,81.5,7,93.2,2225,6.9,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.64,0.38,0.361,0,1,0,0,4,62,3,Sinker,12,4,4,12,4,12,4,12,Standard,Standard,228,0.001,-0.313,2022-06-30
CH,2022-06-30,86.6,-1.92,5.06,"d'Arnaud, Travis",518595,605400,NA,ball,NA,NA,NA,NA,14,"Travis d'Arnaud grounds into a force out, fielded by second baseman Bryson Stott.   Phil Gosselin out at 2nd.",R,R,R,PHI,ATL,B,NA,NA,1,0,2022,-0.91,0.69,1.29,2.12,NA,NA,594838,2,7,Top,NA,NA,NA,NA,592663,NA,NA,9.62904772261292,-125.632658909471,-2.13406733090525,-11.7886554920287,28.9901502108448,-24.6298134902905,3.37,1.53,NA,NA,NA,86.8,1420,6.9,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.57,NA,NA,NA,NA,NA,NA,NA,62,2,Changeup,12,4,4,12,4,12,4,12,Standard,Standard,251,0,0.052,2022-06-30
KC,2022-06-30,79.3,-1.85,5.26,"d'Arnaud, Travis",518595,605400,NA,ball,NA,NA,NA,NA,14,"Travis d'Arnaud grounds into a force out, fielded by second baseman Bryson Stott.   Phil Gosselin out at 2nd.",R,R,R,PHI,ATL,B,NA,NA,0,0,2022,1.12,-0.99,1.11,1.11,NA,NA,594838,2,7,Top,NA,NA,NA,NA,592663,NA,NA,4.3807721511006,-115.344810546184,-0.278458492508926,8.86320208155985,26.0027669885633,-41.1053113662212,3.37,1.49,NA,NA,NA,79.2,2660,6.7,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.78,NA,NA,NA,NA,NA,NA,NA,62,1,Knuckle Curve,12,4,4,12,4,12,4,12,Standard,Standard,49,0,0.036,2022-06-30
FF,2022-06-30,94.2,-1.96,5.17,"Gosselin, Phil",594838,605400,walk,ball,NA,NA,NA,NA,14,Phil Gosselin walks.,R,R,R,PHI,ATL,B,NA,NA,3,2,2022,-1.02,1.2,1.27,1.82,NA,NA,NA,2,7,Top,NA,NA,NA,NA,592663,NA,NA,10.7197206948657,-136.560125915595,-5.60303422607829,-15.2980852537571,33.2061399091878,-16.0953214481996,3.25,1.59,NA,NA,NA,94.2,2350,6.8,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.74,NA,NA,0.7,1,0,0,NA,61,9,4-Seam Fastball,12,4,4,12,4,12,4,12,Standard,Standard,226,0,0.104,2022-06-30
FF,2022-06-30,94,-1.84,5.2,"Gosselin, Phil",594838,605400,NA,foul,NA,NA,NA,NA,2,Phil Gosselin walks.,R,R,R,PHI,ATL,S,NA,NA,3,2,2022,-1.11,1.22,0.23,3.03,NA,NA,NA,2,7,Top,NA,NA,NA,NA,592663,NA,NA,7.93494773742983,-136.608059981374,-2.56237521346492,-15.7511839452845,32.9545781335027,-16.5889008317161,3.27,1.57,231,79,48,94.7,2348,7,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.52,NA,NA,NA,NA,NA,NA,NA,61,8,4-Seam Fastball,12,4,4,12,4,12,4,12,Standard,Standard,228,0,0,2022-06-30
KC,2022-06-30,78.6,-1.82,5.39,"Gosselin, Phil",594838,605400,NA,foul,NA,NA,NA,NA,8,Phil Gosselin walks.,R,R,R,PHI,ATL,S,NA,NA,3,2,2022,1.28,-0.88,0.21,1.93,NA,NA,NA,2,7,Top,NA,NA,NA,NA,592663,NA,NA,2.04785960556446,-114.308099570876,1.17482426486674,10.4953869981811,26.4676335179574,-40.3157664071582,3.27,1.57,116,57.5,25,78.2,2562,6.7,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.84,NA,NA,NA,NA,NA,NA,NA,61,7,Knuckle Curve,12,4,4,12,4,12,4,12,Standard,Standard,51,0,0,2022-06-30
SI,2022-06-30,93.1,-1.89,5.2,"Gosselin, Phil",594838,605400,NA,ball,NA,NA,NA,NA,11,Phil Gosselin walks.,R,R,R,PHI,ATL,B,NA,NA,2,2,2022,-1.4,1.09,-0.65,3.69,NA,NA,NA,2,7,Top,NA,NA,NA,NA,592663,NA,NA,6.31388598618285,-135.313272660771,-0.434672408260569,-18.5943088284696,33.4008801699401,-18.9972274706441,3.23,1.55,NA,NA,NA,93.3,2223,6.8,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.71,NA,NA,NA,NA,NA,NA,NA,61,6,Sinker,12,4,4,12,4,12,4,12,Standard,Standard,225,0,0.035,2022-06-30
CH,2022-06-30,86.5,-2.12,5.05,"Gosselin, Phil",594838,605400,NA,foul,NA,NA,NA,NA,13,Phil Gosselin walks.,R,R,R,PHI,ATL,S,NA,NA,2,2,2022,-1.23,0.16,-0.94,1.66,NA,NA,NA,2,7,Top,NA,NA,NA,NA,592663,NA,NA,5.41967324346435,-125.829937420294,-2.1688542080248,-14.1999516542004,26.9530612094858,-30.2069256712089,3.27,1.57,3,93.7,-29,87.3,1456,7,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.55,NA,NA,NA,NA,NA,NA,NA,61,5,Changeup,12,4,4,12,4,12,4,12,Standard,Standard,252,0,0,2022-06-30
KC,2022-06-30,79.2,-1.9,5.18,"Gosselin, Phil",594838,605400,NA,ball,NA,NA,NA,NA,14,Phil Gosselin walks.,R,R,R,PHI,ATL,B,NA,NA,1,2,2022,1.19,-0.89,0.77,1.03,NA,NA,NA,2,7,Top,NA,NA,NA,NA,592663,NA,NA,3.62493998185684,-115.257786108299,-0.488192487879888,9.6393168310087,25.4884449393297,-40.1778754892267,3.21,1.55,NA,NA,NA,79,2596,6.6,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.92,NA,NA,NA,NA,NA,NA,NA,61,4,Knuckle Curve,12,4,4,12,4,12,4,12,Standard,Standard,52,0,0.014,2022-06-30
KC,2022-06-30,79.8,-2.05,5.22,"Gosselin, Phil",594838,605400,NA,swinging_strike,NA,NA,NA,NA,14,Phil Gosselin walks.,R,R,R,PHI,ATL,S,NA,NA,1,1,2022,1.07,-0.91,0.83,0.94,NA,NA,NA,2,7,Top,NA,NA,NA,NA,592663,NA,NA,4.36520470608751,-116.100939002135,-0.850144292637201,8.58295467840157,25.566532841798,-40.343127952227,3.27,1.57,NA,NA,NA,80,2749,6.8,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.67,NA,NA,NA,NA,NA,NA,NA,61,3,Knuckle Curve,12,4,4,12,4,12,4,12,Standard,Standard,48,0,-0.023,2022-06-30
FF,2022-06-30,95,-2.07,5.16,"Gosselin, Phil",594838,605400,NA,ball,NA,NA,NA,NA,14,Phil Gosselin walks.,R,R,R,PHI,ATL,B,NA,NA,0,1,2022,-0.88,1.23,1.54,2.35,NA,NA,NA,2,7,Top,NA,NA,NA,NA,592663,NA,NA,11.498807487296,-137.754179027141,-4.40494254162506,-13.8146215031622,32.6433326539318,-15.7570957447174,3.25,1.61,NA,NA,NA,95.5,2317,6.9,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.59,NA,NA,NA,NA,NA,NA,NA,61,2,4-Seam Fastball,12,4,4,12,4,12,4,12,Standard,Standard,228,0,0.012,2022-06-30
FF,2022-06-30,93.2,-2.02,5.11,"Gosselin, Phil",594838,605400,NA,called_strike,NA,NA,NA,NA,6,Phil Gosselin walks.,R,R,R,PHI,ATL,S,NA,NA,0,0,2022,-1.06,1.24,0.77,2.29,NA,NA,NA,2,7,Top,NA,NA,NA,NA,592663,NA,NA,9.60515291813762,-135.316833239556,-4.1571185975385,-15.2527209809717,33.0854056212789,-16.2079899893496,3.25,1.59,NA,NA,NA,93.8,2308,7.1,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.44,NA,NA,NA,NA,NA,NA,NA,61,1,4-Seam Fastball,12,4,4,12,4,12,4,12,Standard,Standard,228,0,-0.017,2022-06-30
FF,2022-06-30,93.6,-1.88,5.11,"Harris II, Michael",671739,605400,field_out,hit_into_play,NA,NA,NA,NA,2,Michael Harris II grounds out to first baseman Rhys Hoskins.,R,L,R,PHI,ATL,X,3,ground_ball,0,2,2022,-0.98,1.21,-0.05,3.22,NA,NA,NA,1,7,Top,162.29,144.93,NA,NA,592663,NA,NA,6.9500562398833,-136.041821453978,-1.75021416167982,-13.7469560740026,32.9759495029423,-17.0698154681556,3.52,1.64,7,91,-25,93.9,2280,6.8,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.73,0.086,0.079,0,1,0,0,2,60,4,4-Seam Fastball,12,4,4,12,4,12,4,12,Standard,Standard,226,0,-0.104,2022-06-30
CH,2022-06-30,86.1,-2.17,4.94,"Harris II, Michael",671739,605400,NA,foul,NA,NA,NA,NA,13,Michael Harris II grounds out to first baseman Rhys Hoskins.,R,L,R,PHI,ATL,S,NA,NA,0,2,2022,-1.23,-0.25,-1.51,1.39,NA,NA,NA,1,7,Top,NA,NA,NA,NA,592663,NA,NA,4.10745383357344,-125.329631033246,-1.61442044682482,-13.7884063801144,27.7104174579552,-34.6690937012934,3.52,1.64,5,61.5,-14,86.1,1454,6.5,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,54,NA,NA,NA,NA,NA,NA,NA,60,3,Changeup,12,4,4,12,4,12,4,12,Standard,Standard,255,0,0,2022-06-30
CH,2022-06-30,87.6,-2.22,5.01,"Harris II, Michael",671739,605400,NA,swinging_strike,NA,NA,NA,NA,13,Michael Harris II grounds out to first baseman Rhys Hoskins.,R,L,R,PHI,ATL,S,NA,NA,0,1,2022,-1.59,0.58,-0.27,0.86,NA,NA,NA,1,7,Top,NA,NA,NA,NA,592663,NA,NA,8.06472546788519,-127.256920755563,-5.07128882745907,-18.9703722024984,27.3672965608275,-25.0189414049237,3.52,1.64,NA,NA,NA,88.1,1535,6.8,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.72,NA,NA,NA,NA,NA,NA,NA,60,2,Changeup,12,4,4,12,4,12,4,12,Standard,Standard,256,0,-0.031,2022-06-30
FF,2022-06-30,93.1,-2.03,5.03,"Harris II, Michael",671739,605400,NA,called_strike,NA,NA,NA,NA,7,Michael Harris II grounds out to first baseman Rhys Hoskins.,R,L,R,PHI,ATL,S,NA,NA,0,0,2022,-1.1,1.19,-0.41,1.81,NA,NA,NA,1,7,Top,NA,NA,NA,NA,592663,NA,NA,6.66751901946888,-135.301070775505,-5.12363884471767,-15.0457181673815,30.7431217847307,-16.6121424307183,3.48,1.64,NA,NA,NA,93.9,2258,6.9,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.57,NA,NA,NA,NA,NA,NA,NA,60,1,4-Seam Fastball,12,4,4,12,4,12,4,12,Standard,Standard,228,0,-0.024,2022-06-30
FF,2022-06-30,94,-1.87,5.16,"Arcia, Orlando",606115,605400,strikeout,swinging_strike,NA,NA,NA,NA,3,Orlando Arcia strikes out swinging.,R,R,R,PHI,ATL,S,2,NA,0,2,2022,-1.08,1.49,0.6,3.26,NA,NA,NA,0,7,Top,NA,NA,NA,NA,592663,NA,NA,8.914872694628,-136.566354568774,-2.47439867321282,-15.5160127807157,32.5317327442821,-13.313134846554,3.47,1.64,NA,NA,NA,95,2280,7.1,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.38,NA,NA,0,1,0,0,NA,59,3,4-Seam Fastball,12,4,4,12,4,12,4,12,Standard,Standard,227,0.002,-0.141,2022-06-30
CH,2022-06-30,85.4,-2.13,4.99,"Arcia, Orlando",606115,605400,NA,called_strike,NA,NA,NA,NA,8,Orlando Arcia strikes out swinging.,R,R,R,PHI,ATL,S,NA,NA,0,1,2022,-1.49,0.57,-0.24,1.76,NA,NA,NA,0,7,Top,NA,NA,NA,NA,592663,NA,NA,7.4899785210015,-124.185096347119,-2.44477965070663,-16.9328990749127,25.2148093329669,-26.0052938289877,3.49,1.62,NA,NA,NA,85.8,1474,6.6,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.87,NA,NA,NA,NA,NA,NA,NA,59,2,Changeup,12,4,4,12,4,12,4,12,Standard,Standard,253,0,-0.045,2022-06-30
FF,2022-06-30,92.9,-1.94,5.22,"Arcia, Orlando",606115,605400,NA,swinging_strike,NA,NA,NA,NA,12,Orlando Arcia strikes out swinging.,R,R,R,PHI,ATL,S,NA,NA,0,0,2022,-1.16,1.32,0.12,3.78,NA,NA,NA,0,7,Top,NA,NA,NA,NA,592663,NA,NA,7.91150459176351,-135.094014658177,-0.790703027547379,-15.9804013109882,30.2493362144562,-16.0289769351179,3.47,1.64,NA,NA,NA,93.6,2275,6.8,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.73,NA,NA,NA,NA,NA,NA,NA,59,1,4-Seam Fastball,12,4,4,12,4,12,4,12,Standard,Standard,224,0,-0.033,2022-06-30
FC,2022-06-30,85.9,-1.87,5.19,"Duvall, Adam",594807,605400,home_run,hit_into_play,NA,NA,NA,NA,3,Adam Duvall homers (10) on a fly ball to left field.,R,R,R,PHI,ATL,X,NA,fly_ball,0,0,2022,0.14,0.66,0.38,3.33,NA,NA,NA,0,7,Top,21.74,84.94,NA,NA,592663,NA,NA,5.10581212908451,-125.099688135006,0.496998088672368,0.452375329742885,24.4768400836181,-25.5814159948795,3.4,1.58,380,101.2,28,86.8,2165,6.8,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.73,0.649,1.238,2,1,0,3,6,58,1,Cutter,12,3,3,12,4,12,4,12,Infield shift,Standard,209,-0.002,1,2022-06-30
FF,2022-06-30,91.9,-2.17,5.13,"Contreras, William",661388,605400,strikeout,called_strike,NA,NA,NA,NA,7,William Contreras called out on strikes.,R,R,R,PHI,ATL,S,2,NA,3,2,2022,-1.31,1.23,-0.82,1.93,NA,NA,663586,2,6,Top,NA,NA,NA,NA,592663,NA,NA,6.36266817731056,-133.426121996157,-4.87576790293871,-16.9982797773841,34.2940787335098,-16.6619304298185,3.21,1.57,NA,NA,NA,92.4,2172,7.2,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.34,NA,NA,0,1,0,0,NA,53,7,4-Seam Fastball,12,3,3,12,3,12,3,12,Standard,Standard,228,0.001,-0.266,2022-06-30
FF,2022-06-30,94,-1.93,5.17,"Contreras, William",661388,605400,NA,ball,NA,NA,NA,NA,12,William Contreras called out on strikes.,R,R,R,PHI,ATL,B,NA,NA,2,2,2022,-0.79,1.44,1.49,3.16,NA,NA,663586,2,6,Top,NA,NA,NA,NA,592663,NA,NA,10.7019509368133,-136.251291740052,-2.554359741025,-12.572820327296,36.3043419933624,-14.0700069387867,3.24,1.52,NA,NA,NA,93.9,2443,7,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.55,NA,NA,NA,NA,NA,NA,NA,53,6,4-Seam Fastball,12,3,3,12,3,12,3,12,Standard,Standard,220,0,0.07,2022-06-30
KC,2022-06-30,78.7,-1.85,5.2,"Contreras, William",661388,605400,NA,ball,NA,NA,NA,NA,14,William Contreras called out on strikes.,R,R,R,PHI,ATL,B,NA,NA,1,2,2022,1.3,-0.94,1.66,0.81,NA,NA,663586,2,6,Top,NA,NA,NA,NA,592663,NA,NA,5.25721181753264,-114.29194739475,-0.709856715117023,9.88532277231794,27.0290041854451,-40.3524851736857,3.2,1.53,NA,NA,NA,78.6,2664,7,661579,605400,592663,656555,681082,664761,544369,656941,663837,592206,53.51,NA,NA,NA,NA,NA,NA,NA,53,5,Knuckle Curve,12,3,3,12,3,12,3,12,Standard,Standard,45,0,0.031,2022-06-30
